,title,author,year,venue,abstract,container_type,gsrank,num_citations
798,Using Feature Selection to Improve Performance of Three-Tier Intrusion Detection System,"['YJ Su', 'PY Huang', 'WC Hu', 'HY Lin', 'CY Kao']",2019,Workshops of the …,The offline phase adopts (1) machine learning methods to train known attack models and  (2) the feature selection method to optimize identification results. The online phase identifies  malicious behaviors in real-time in three-tier works. The first tier uses both a black list and a,Publication,799,0
799,Intrusion detection on robot cameras using spatio-temporal autoencoders: A self-driving car application,"['F Amrouche', 'S Lagraa', 'R Frank']",2020,2020 IEEE 91st Vehicular …,Section II describes adversarial models of attacks we consider when designing intrusion  detection systems for cameras using ROS. Section III describes our intrusion detection  system. Section IV describes the experiments and Section V concludes the paper.,Publication,800,1
800,Intrusion detection on robot cameras using spatio-temporal autoencoders: A self-driving car application,"['F Amrouche', 'S Lagraa', 'R Frank']",2020,2020 IEEE 91st Vehicular …,Section II describes adversarial models of attacks we consider when designing intrusion  detection systems for cameras using ROS. Section III describes our intrusion detection  system. Section IV describes the experiments and Section V concludes the paper.,Publication,801,1
801,Distributed hierarchical pattern-matching for network intrusion detection,"['Z Baig', 'K Salah']",2016,Journal of Internet Technology,"In recent times, a plethora of readily available hacking tools have widened the adversarial  attack surface to launch advanced malicious attacks. This entails the need to devise and deploy  stronger security solutions including countermeasures that prevent, detect, and deter such",Publication,802,3
802,Intrusion Detection System for IOT Botnet Attacks Using Deep Learning,"['P Jithu', 'J Shareena', 'A Ramdas', 'AP Haripriya']",2021,SN Computer Science,"In this paper, we designed an intrusion detection system based on deep learning to uncover  IoT DDoS Botnet attacks. The dataset used in this work is designed and developed within  a realistic network environment in the Cyber Range Lab of the centre of UNSW Canberra",Publication,803,4
803,Stochastic Substitute Training: A General Approach to Craft Adversarial Examples against Defenses which Obfuscate Gradients,"['M Hasemi', 'G Cusack', 'E Keller']",2018,ACM Workshop on Artificial Intelligence …,"These deep neural networks show promising results in tasks such as malware detection [37],  autonomous driving [7], network intrusion detection [34], diagnosis in medical images[12],  and in applications such as image classification, deep neural networks can even surpass",Publication,804,0
804,Adversarial Attacks on Machine Learning Cybersecurity Defenses in Cloud Systems,['A Mathew'],NA,NA,"system encounter inconsistent danger of active adversarial attacks [4]. Experts  intrusion  detection systems (IDS), malware detection, and spam filtering are adversarial [4]. Recent  studies have shown that deep learningoriented systems are susceptible to attacks by adversarial",Publication,805,0
805,Distributed cloud intrusion detection model,"['I Gul', 'M Hussain']",2011,International Journal of Advanced Science and …,against the host system but still could not detect and resist attacks on other hosts or network  and are vulnerable to evasion attacks.  Researchers have suggested various intrusion  detection techniques basing on knowledge and behavior based techniques. These techniques,Publication,806,149
806,Reduced residual nets (red-nets): Low powered adversarial outlier detectors,"['S Sadiq', 'M Zmieva', 'ML Shyu']",2018,2018 IEEE International …,"intrusion detection, etc. Most classifiers are modeled by exploring data statistics. As a  result, they may be biased towards the majority classes and show very poor classification  accuracy results on the minority classes, which is one of the centric research tasks in content-based",Publication,807,8
807,Comparing the performance of intrusion detection systems: Snort and Suricata,['BR Murphy'],2019,NA,addressed gaps in research by introducing new software versions and new threat emulation  and evasion techniques for testing NIDS’ detection capabilities. The researcher compared  the performance of Snort and Suricata to identify signatures or configurations that may,Publication,808,2
808,A Review on Security Evaluation for Pattern Classifier against Attack,"['K Pawar', 'M Patil']",2015,International Journal of Computer Applications,"The systems which can be used for pattern classification are used in adversarial application,  for example spam filtering, network intrusion detection system, biometric authentication. This  adversarial scenario’s exploitation may sometimes affect their performance and limit their",Publication,809,1
809,Security Evaluation of Pattern Classifiers Under Attack Adversarial Environments,"['V SUREPALLI', 'M ERANNA']",2017,NA,"Pattern classification systems are commonly used in adversarial applications,  like biometric authentication, network intrusion detection, and spam filtering, in which data  can be purposely manipulated by humans to undermine their operation. As this adversarial",Publication,810,0
810,Under the radar attacks in dynamical systems: Adversarial privacy utility tradeoffs,['P Pradhan'],2014,2014 IEEE Information …,"The controller is also equipped with an intrusion detection mechanism whse goal is to identify  the presence or absence of adversarial modification. Adversary The adversary is assumed  to have complete access to the data stream S, wherein the data can be modified without",Publication,811,2
811,A quantitative risk assessment framework for adaptive intrusion detection in the cloud,"['LH Pham', 'M Albanese']",2016,2016 IEEE Conference on …,"In this section, we first formalize the relationship between adversarial activities and defensive  mechanisms which detect them. Next, a graph-theoretic model of the monitored communication  network and its broadcast domains is presented. Finally, the cumulative risk due to",Publication,812,5
812,Anomaly based intrusion detection for building automation and control networks,"['Z Pan', 'S Hariri', 'Y Al-Nashif']",2014,2014 IEEE/ACS 11th International …,We develop an anomaly based intrusion detection system to the building network by  training the system with dataflows that are dynamically  The work of optimizing the monitored  parameters to identify insider threats and stealthy attack is left open. It can be regarded as a,Publication,813,32
813,Near-optimal Evasion of Randomized Convex-inducing Classifiers in Adversarial Environments,"['P Madani', 'N Vlajic']",2019,Proceedings of the 14th International Conference on …,"detection or intrusion detection, is desired. Although many security practitioners utilize  statistical analysis and machine learning techniques to discover parameters of the discriminating  function f , others can rely on domain expert knowledge to manually set the desired",Publication,814,1
814,Random Partitioning Forest for Point-Wise and Collective Anomaly Detection—Application to Network Intrusion Detection,['PF Marteau'],2021,IEEE Transactions on Information Forensics and …,"We present below the results of the study we have carried out on some of the UCI’s machine  learning repository, supplemented by a  competitive semisupervised approach for anomaly  and intrusion detection with some resilience to concept drift and adversarial flooding attacks.",Publication,815,4
815,Stateful detection of black-box adversarial attacks,"['S Chen', 'N Carlini', 'D Wagner']",2020,Proceedings of the 1st ACM Workshop on …,"We believe that expanding the study of adversarial examples from stateless classifiers to  stateful systems is not only more realistic for many black-box settings, but also gives the defender  a much-needed  Mimicry attacks on host-based intrusion detection systems. In CCS. ACM.",Publication,816,36
816,Intrusion Detection System-Deep Learning Perspective,"['S Desai', 'B Dave', 'T Vyas', 'AR Nair']",2021,… International Conference on …,"briefly about Intrusion Detection System and Overview of Deep learning and its algorithm and  uses. Also discuss some approaches of Deep learning basedIDS,  Also, now a day Adversarial  attack is one of the favourite attack in the field of ML and DL. So, we have to prevent this.",Publication,817,0
817,Intelligent internal stealthy attack and its countermeasure for multicast routing protocol in MANET,"['MP Arthur', 'K Kannan']",2015,ETRI Journal,"In existing stealthy attacker detection systems such as SADEC and BLM, observer nodes  utilize a promiscuous mode to collect network layer traffic from their neighbors for intrusion  detection. Network layer traffic alone is not enough to identify an indirect internal stealthy attacker",Publication,818,4
818,"Computational intelligence intrusion detection techniques in mobile cloud computing environments: Review, taxonomy, and open research issues","['S Shamshirband', 'M Fathi', 'AT Chronopoulos']",2020,Journal of Information …,"Unlike survey papers presented so far, this paper aims to present a comprehensive survey  of intrusion detection systems that use computational  an injection method, authors extracted  the traces of a system call of malware to make the system protected against evasion attempts.",Publication,819,26
819,Generation of Similar Traffic Using GAN for Resolving Data Imbalance,"['WH Lee', 'CS Lim', 'BN Noh']",2018,Advances in Computer Science and …,"detection by creating similar attack traffic, using a Generative Adversarial Network (GAN)  algorithm of deep learning. The proposed method generates similar attack traffic for NSL  Research on intrusion detection using deep learning is being conducted to improve the accuracy of",Publication,820,1
820,Machine learning for cyber defense and attack,"['M Rege', 'RBK Mbah']",2018,Data Analytics 2018,"of machine learning techniques, other studies have been focused on analyzing multiple  machine learning solutions for intrusion detection  Attacks on machine learning systems are  typically discussed in the context of adversarial machine learning which is concerned with the",Publication,821,21
821,AE-NIDS: Automated Evolving SDN-based Network Intrusion Detection System,"['S Lee', 'S Shin']",NA,NA,"supervised adversarial autoencoder(AAE) and balancing GAN; high recall about new data,  efficiency, accelerated self-learning, scalability.  and make accelerated selflearning, we  introduce BAGAN to oversample imbalanced data and a continual learning algorithm. Inefficient",Publication,822,0
822,ARIES: A Novel Multivariate Intrusion Detection System for Smart Grid.,"['P Sarigiannidis', 'G Efstathopoulos']",2020,Sensors (Basel …,"The aim of an adversarial network concerning the problem of the anomaly detection is to  train an unsupervised network, which will be capable of recognising anomalies, using a  dataset, which includes data of a single class. In particular, this data is used only for the",Publication,823,0
823,Influence of network size on adversarial decisions in a deception game involving honeypots,"['H Katakwar', 'P Aggarwal', 'Z Maqbool', 'V Dutt']",2020,Frontiers in psychology,"Thus, the primary objective of this research is to understand the influence of network size  on human adversarial decisions in games involving deception. Specifically, we develop a  novel cybersecurity game involving deception via honeypots, and we vary the number of",Publication,824,5
824,Virtual machine monitor-based lightweight intrusion detection,"['F Azmandian', 'M Moffie', 'M Alshawabkeh', 'J Dy']",2011,ACM SIGOPS …,"This makes it more resistant to attacks and evasion, but at the cost of poor visibility of the  system.  In this paper we propose a VMM-based IDS, a variant of hostbased intrusion detection  systems wherein the IDS resides on the physical host machine, yet remains outside of the vir",Publication,825,95
825,The use of Snap Length in Lossy Network Traffic Compression for Network Intrusion Detection Applications,"['SC Smith', 'RJ Hammell II']",2019,Journal of Information Systems Applied …,"One popular strategy for implementing a distributed NIDS is to do all of the intrusion  detection on the sensor and send only alerts or logs to the CAS. (Roesch, 1999) (Paxson, 1999)  A second strategy might be to use lossless compression to reduce the size of the data returned",Publication,826,3
826,Go with the flow: Clustering dynamically-defined netflow features for network intrusion detection with DynIDS,"['L Dias', 'S Valente', 'M Correia']",2020,2020 IEEE 19th International …,"The idea is to analyze the stream of events in different time windows, at different time  scales, so that we can detect attacks independently of the pace at which they are executed (eg,  avoiding evasion techniques such as a slow network scan). For example, an attack may be",Publication,827,2
827,SFE-GACN: A novel unknown attack detection under insufficient data via intra categories generation in embedding space,"['A Liu', 'Y Wang', 'T Li']",2021,Computers & Security,"Few researches on intrusion detection have considered both few-shot and unknown attack  detection concurrently, and therefore we will  In the process of adversarial training between  G and D a d v , real samples are gradually generated similarly, meanwhile under the",Publication,828,2
828,A network digital works protection method based on digital watermarking and intrusion detection,"['X Xu', 'X Yu']",2020,Proceedings of the 2020 International Conference on …,", traffic analysis and IP packet recording of digital product website.In this paper, based on  this tool, the intrusion detection simulation of the website is built under windows. Through  the establishment of rules, the detection and monitoring of common service ports are set to",Publication,829,0
829,Privacy-Preserving intrusion detection over network data,['L Karaçay'],2019,NA,"SOC is also motivated to keep its models confidential for three reasons: i) to capitalize on the  models that are its propriety expertise, ii) to protect its detection strategies against adversarial  machine learning, in which intelligent and adaptive adversaries carefully manipulate their",Publication,830,0
830,A State-of-the-Art Review on IoT botnet Attack Detection,"['Z Al-Othman', 'M Alkasassbeh', 'SALH Baddar']",2020,arXiv preprint arXiv …,"The adversarial samples, in this study, were synthesized by the authors with the use of the   Both deep learning classifiers were found to be susceptible to adversarial samples. Another  study that proposed using a deep learning-based intrusion detection framework for IoT",Publication,831,1
831,LSTM Language Modeling for Intrusion Detection Systems,['김규완'],2017,NA,"In terms of this two-dimensional taxonomy, we can classify our proposed method as an  anomaly-based host intrusion detection system. Building a robust  Adversarial Training is a  simple solution where simply generated adversarial examples are explicitly used to train the",Publication,832,0
832,Active learning to defend poisoning attack against semi-supervised intrusion detection classifier,"['J Long', 'W Zhao', 'F Zhu', 'Z Cai']",2011,International Journal of Uncertainty …,"2; and we present a semi-supervised learning framework for intrusion detection in Sec. 3;  then we show a poisoning attack against the semi-supervised learning method in Sec Since  intrusion detection systems are deployed in adversarial environments, attackers can also attack",Publication,833,1
833,AutoEncoder Based Feature Extraction for Multi-Malicious Traffic Classification,"['S Yeom', 'C Choi', 'K Kim']",2020,NA,"and unnecessary learning due to a large number of traffic and high-dimensional features  collected in the network intrusion detection system. In  ""Intrusion Detection System using  SemiSupervised Learning with Adversarial Auto-encoder."" NOMS 2020-2020 IEEE/IFIP Network",Publication,834,1
834,Effectiveness of Focal Loss for Minority Classification in Network Intrusion Detection Systems,"['M Mulyanto', 'M Faisal', 'SW Prakosa', 'JS Leu']",2021,Symmetry,"In the end, we used an improved classification model for the intrusion detection system,  termed the focal loss network intrusion detection system (FL As intrusion detection is needed  for adversarial attack, we suggest applying focal loss to other datasets, such as sequential tasks.",Publication,835,9
835,RNNIDS: Enhancing network intrusion detection systems through deep learning,"['SM Sohi', 'JP Seifert', 'F Ganji']",2021,Computers & Security,"(2) Generating attack signatures: As another example of how RNNs can be used in intrusion  detection, we demonstrate that by extracting the signatures of an NIDS and feeding them  into an RNN it is possible to generate synthetic signatures. These signatures can be further",Publication,836,7
836,A whale optimization algorithm-trained artificial neural network for smart grid cyber intrusion detection,"['L Haghnegahdar', 'Y Wang']",2020,Neural computing and applications,"This paper creates a new intrusion detection model, which is able to classify the binary-class,  triple-class, and multi-class cyber-attacks and power-system incidents. The intrusion detection  model is based on a whale optimization algorithm (WOA)-trained artificial neural network",Publication,837,21
837,Towards Botnet hazard analysis with generative adversarial networks for threat detection,"['A Murray', 'DB Rawat']",2021,… Intelligence and Machine Learning for …,"Due to the escalation of C&C attacks, intrusion detection systems face challenges from  threats and the rapid expansion of network bandwidth. When analyzing payload data from a  high-speed network, the hybrid method eliciting STPAB GAN uses less resources. In contrast to",Publication,838,0
838,A survey on financial fraud detection methodologies,"['P Richhariya', 'PK Singh']",2012,International journal of computer …,"Second, to highlight promising new directions from related adversarial financial fields such  as epidemic and outbreak detection, insider  Nevertheless, the research focused on general  exposure like financial crime and terrorist detection, spam and intrusion detection. In this study",Publication,839,35
839,A survey of intrusion detection in wireless network applications,"['R Mitchell', 'R Chen']",2014,Computer Communications,"First, wireless network nodes are more transient than their wireline counterparts; the  wireless IDS threat model must encompass red (adversarial), blue (friendly) and green (nonaligned)  nodes that come and go in seconds rather than weeks. Also, the wireless environment is",Publication,840,201
840,Attacker identification and intrusion detection for in-vehicle networks,"['J Ning', 'J Wang', 'J Liu', 'N Kato']",2019,IEEE Communications Letters,"When ECUs occur failure or anomaly, external intrusion detection can still be achieved.  Moreover, three attack models are constructed to verify the effectiveness of our method.  Compared with the existing related works, the proposed method does not need to modify the CAN",Publication,841,21
841,"Technologies, methodologies and challenges in network intrusion detection and prevention systems.",['N Stanciu'],2013,Informatica Economica,"and the methodologies used in Network Intrusion Detection and Prevention Systems (NIDPS).   system–level intrusion detection systems and application-level intrusion detection systems.   The evasion methods can be combined to create an advanced evasion technique. Thus,",Publication,842,12
842,Dynamic reconfiguration of intrusion detection systems,['J Stiborek'],2017,NA,"We present a self-adaptation mechanism for network intrusion detection system based on the  game-theoretical formalism to address RP1.  context of targeted attacks on learning processes,  studied in the fields of adversarial machine learning and adversarial classification [109].",Publication,843,2
843,Waf-a-mole: evading web application firewalls through adversarial machine learning,"['L Demetrio', 'A Valenza', 'G Costa', 'G Lagorio']",2020,Proceedings of the 35th …,"The main contributions of this work are summarized as follows: (i) we develop a tool for  producing adversarial examples against WAFs by  idMAS-SQL: intrusion detection based on  MAS to detect and block SQL injection through data mining. Information Sciences 231 (2013), 15",Publication,844,8
844,Control logic injection attacks on industrial control systems,"['H Yoo', 'I Ahmed']",2019,IFIP International Conference on ICT Systems Security …,"both intrusion detection methods fail to detect the attacks and therefore, warrant more research  efforts. We create and release the training and  We will show how they effectively detect a  traditional control logic injection attack which does not involve any evasion techniques, and",Publication,845,22
845,"Host–Based Intrusion Detection Systems: Architectures, Solutions, and Challenges","['V Bukač', 'V Matyáš']",2014,… and Protocols for Secure Information Technology …,Section ten addresses the problem of HIDS security with the latest evasion techniques being  discussed in section eleven. The following sections summarize the work and the identified  research trends and suggest new research directions. This chapter is based on a survey,Publication,846,3
846,Intrusion detection using deep neural network with antirectifier layer,"['R Lohiya', 'A Thakkar']",2021,Applied Soft Computing and Communication …,The objective of our study is to address the challenges of DNN such as over-fitting and co-adaptation  and improve the performance for attack detection and classification. An empirical analysis  for IDS is presented and results are compared with standard DNN and various ML,Publication,847,4
847,Fine-Grained Known/Unknown CAN Bus Intrusion Detection based on Out-of-Distribution Detection for Automotive CPS Security,"['Q Zhao', 'M Chen', 'Z Gu', 'Z Jiang']",NA,NA,"on the CAN bus, and propose four methods based on the combination of one or more  classifiers trained with Auxiliary Classifier Generative Adversarial Network (ACGAN), and the  use of Out-of-Distribution (OOD) Detection to detect unknown attacks. Our work is the first and",Publication,848,0
848,A survey on intrusion detection and prevention systems in digital substations,"['SE Quincozes', 'C Albuquerque', 'D Passos', 'D Mossé']",2021,Computer Networks,"In-depth investigations are still required for understanding the threat vector and, thus, for  developing effective methods for intrusion detection and prevention, as discussed later in this  work.  Thus, one attack does not affect the detection performance for other attack models.",Publication,849,9
849,procmonML: Generating evasion resilient host-based behavioral analytics from tree ensembles,"['JW Mikhail', 'JC Williams', 'GR Roelke']",2020,Computers & Security,"Intrusion detection for computer endpoints, also known as host-based detection, is a key  capability that helps disrupt an adversary's cyber kill chain. Malware identification and classification  is one approach to detecting adversary activity on the endpoint. However, in recent years",Publication,850,2
850,procmonML: Generating evasion resilient host-based behavioral analytics from tree ensembles,"['JW Mikhail', 'JC Williams', 'GR Roelke']",2020,Computers & Security,"Intrusion detection for computer endpoints, also known as host-based detection, is a key  capability that helps disrupt an adversary's cyber kill chain. Malware identification and classification  is one approach to detecting adversary activity on the endpoint. However, in recent years",Publication,851,2
851,A Survey on Adversarial Machine Learning,['SHA Shirazi'],NA,NA,"hardware such as MAP (malware aware processor) hardware where Periodic checks during  execution are performed and expensive software checks are only performed on suspicious  data.[19] It is worth to mention that from the data miners perspective, intrusion detection can",Publication,852,0
852,Evasion Streamline Intruders Using Graph Based Attacker model Analysis and Counter measures In Cloud Environment,"['DU Sree', 'S Sravani']",NA,NA,"We must note that the design of NICE does not intend to improve any of the existing intrusion  detection algorithms; indeed, NICE employs a reconfigurable virtual networking approach  to detect and counter the attempts to compromise VMs, thus preventing zombie VMs. NICE",Publication,853,0
853,A survey of parallel intrusion detection on graphical processors,"['L Vokorokos', 'M Ennert', 'J Radušovský']",2014,Open Computer Science,• Evasion of signatures: Some researchers have argued that it is not difficult for an attacker  to evade a signature. Additionally there has been an increase in polymorphic worms which  can automatically change their propagation characteristics thereby effectively changing their,Publication,854,29
854,A Survey of Deep Learning Techniques for Misuse-Based Intrusion Detection Systems,"['J Lansky', 'M Mohammadi', 'AH Mohammed', 'SHT Karim']",2021,NA,"Deep learning is one of the exciting techniques that recently have been widely used by  intrusion detection systems (IDS) to secure computer networks and  Nevertheless, these articles  did not focus on any speci c intrusion detection method. For nding survey articles in the deep",Publication,855,2
855,A Multi-Layer Classification Approach for Intrusion Detection in IoT Networks Based on Deep Learning,"['R Qaddoura', 'M Al-Zoubi', 'H Faris', 'I Almomani']",2021,Sensors,"The work in [61] proposed an Imbalanced Generative Adversarial Network (IGAN) for an  intrusion detection model. Their approach consists of three folds, a deep neural network,  feature extraction, and IGAN. The feature vectors are constructed using a feed-forward neural",Publication,856,5
856,On the value of coordination in distributed self-adaptation of intrusion detection system,"['M Reh', 'M Grill', 'J Stiborek']",2011,2011 IEEE/WIC/ACM International …,"Furthermore, the individual adaptation of components results in globally rich and nearly  unpredictable behavior, which is by its nature resistant to modeling through adversarial machine  learning techniques [6], [4]. Furthermore, the lack of coordination communication between",Publication,857,2
857,Synthetic minority oversampling technique for optimizing classification tasks in botnet and intrusion-detection-system datasets,"['D Gonzalez-Cuautle', 'A Hernandez-Suarez']",2020,Applied Sciences,"Considering [9,10], the credibility of an ML-based cyber–physical system depends on the  predictive abilities of intelligent agents trained with a wide range of adversarial behavioral  patterns, able to protect workloads against malicious activities. Indeed, data distribution has a",Publication,858,17
858,Resilient control design for vehicular platooning in an adversarial environment,"['S Dadras', 'S Dadras', 'C Winstead']",2019,2019 American Control …,"The current state of the art methods used for cyber attack detection are Intrusion Detection   In this paper, we examined a fractional order control schemes efficiency at preventing  collisions in an adversarial platooning environment. Proposed fractional order calculus based",Publication,859,13
859,idMAS-SQL: intrusion detection based on MAS to detect and block SQL injection through data mining,"['CI Pinzon', 'JF De Paz', 'A Herrero', 'E Corchado', 'J Bajo']",2013,Information …,"Taking previous research one step further, this study presents idMAS-SQL (Intrusion  Detection Based on MAS to Detect and Block SQL injection), a hybrid solution based on a  distributed architecture (multiagent system – MAS) [65] capable of detecting and blocking SQL",Publication,860,76
860,LET-Attack: Latent Encodings of Normal-Data Manifold Transferring to Adversarial Examples,"['J Zhang', 'Z Zhang']",2019,International Conference on Science of Cyber Security,"a high level of security such as driverless system, unmanned aerial vehicle and intrusion  detection. In this paper, we propose latent encodings transferring attack (LET-attack) to generate  target natural adversarial examples to fool well-trained classifiers. In order to perturb in",Publication,861,0
861,A Black-Box Attack Method against Machine-Learning-Based Anomaly Network Flow Detection Models,"['S Guo', 'J Zhao', 'X Li', 'J Duan', 'D Mu']",2021,Security and …,"are based on different kinds of machine learning methods, and we find that the adversarial  examples crafted by our method can bypass the  (ii) e differences in the method of generating  adversarial example between the field of computer vision and intrusion detection system are",Publication,862,3
862,Big Data in intrusion detection systems and intrusion prevention systems,['L Wang'],2017,Journal of Computer Networks,"Instead, an approach focused on full-packet capture, deep packet inspection and Big Data  analytics that enable to use more advanced algorithms for analysis and correlation and mitigating  such evasion attempts is preferable. Although offline analysis (analysis of captured traffic",Publication,863,17
863,Supervised feature selection techniques in network intrusion detection: A critical review,"['M Di Mauro', 'G Galatro', 'G Fortino', 'A Liotta']",2021,Engineering Applications of …,"Going more specifically into the set of works that share with this paper the aim to compare  or survey FS methods for intrusion detection, we have collected the significant papers in Table  1. In it, we have identified the material covered in the literature, which helps appreciating the",Publication,864,7
864,Machine Learning Approach to Combat False Alarms in Wireless Intrusion Detection System.,"['DS Vijayakumar', 'S Ganapathy']",2018,Comput. Inf. Sci.,"This paper is organized as follows: In section 2, we discuss the different approaches  followed traditionally to decrease the false alarm rate with the conclusion of machine learning  approach and its importance in wireless intrusion detection system. In section 3, the features of",Publication,865,13
865,A Classification of Intrusion Detection Systems in the Cloud,"['M Elsayed', 'M Zulkernine']",2015,Journal of Information Processing,*1 Evasion means that the IDS fails to recognize the attack. The attack succeeds to hide its  malicious activity or the IDS lacks the ability to identify the attack. Attacking an IDS involves  disabling the IDS itself or tampering with the collected information to prevent the IDS from,Publication,866,4
866,Flow-based Detection and Proxy-based Evasion of Encrypted Malware C2 Traffic,"['C Novo', 'R Morla']",2020,NA,"learning and evasion consequences of the gap between generated and cra ed adversarial  samples. We exemplify with a deep neural network detector trained on a public C2 tra c dataset,  white-box adversarial learning, and  e detector, si ing in one end of the Intrusion Detection",Publication,867,0
867,Intrusion detection and prevention systems: an updated review,"['NA Azeez', 'TM Bada', 'S Misra', 'A Adewumi']",2020,… analytics and innovation,"The drawback of the study includes the fact that it mentioned but did not show the classification  of intrusion detection systems. Also, network IDPS are known to identify  It is susceptible  to evasion technique when an intruder attacks channels that are not currently monitored.",Publication,868,17
868,WSN-DS: A dataset for intrusion detection systems in wireless sensor networks,"['I Almomani', 'B Al-Kasasbeh', 'M Al-Akhras']",2016,Journal of Sensors,"To ensure the security and dependability of WSN services, an Intrusion Detection System  (IDS) should be in place. This IDS has to be compatible with the characteristics of WSNs and  capable of detecting the largest possible number of security threats. In this paper a specialized",Publication,869,107
869,Adversaries and Robustness,['SK Shukla'],2019,NA,"that use machine-learning models for administering insulin dosage to a patient. Similarly,  models used for intrusion detection in a network  We do not see many submissions regarding  robust machine learning, adversarial machine learning, or adversarial threat models as",Publication,870,0
870,Rdp-based lateral movement detection using machine learning,"['T Bai', 'H Bian', 'MA Salahuddin', 'A Abou Daya']",2021,Computer …,"propose host-based detection that leverages pattern matching, the focus of our work is to  harness ML techniques for intrusion detection.  -based intrusion detection system, we develop  a similar benchmark approach to show that our model is robust against this type of adversarial",Publication,871,4
871,Big data analytics for intrusion detection system: Statistical decision-making using finite dirichlet mixture models,"['N Moustafa', 'G Creech', 'J Slay']",2017,Data analytics and decision support for …,"An intrusion detection system has become a vital mechanism to detect a wide variety of  malicious activities in the cyber domain. However, this system still faces an important limitation  when it comes to detecting zero-day attacks, concerning the reduction of relatively high false",Publication,872,82
872,Applying Machine Learning on Linux Interprocess Communication Graphs for Intrusion Detection,['WA Augustine'],2021,NA,Using the digital forensics techniques of memory capture and analysis can avoid this  detection evasion capability. Some memory introspection research works have examined data  in use and process execution (by interrogating operating system data structures and system call,Publication,873,0
873,BNID: a behavior-based network intrusion detection at network-layer in cloud environment,"['KK Ghanshala', 'P Mishra', 'RC Joshi']",2018,2018 First International …,"VMI techniques are hypervisor dependent [4] and have been explored in our prior work [5]  to detect evasion-based attacks in cloud. Hybrid techniques make use of the combination of  misuse, anomaly and/or VMI approaches. Signature matching has been used by some of the re",Publication,874,8
874,Detection of Cyberattacks Traces in IoT Data.,"['V Dutta', 'M Choras', 'M Pawlicki', 'R Kozik']",2020,J. Univers. Comput. Sci.,"approaches, like novel neural network architectures, are succeeding in network intrusion  detection. This paper tests modern machine learning approaches on a novel  Defending  network intrusion detection systems against adversarial evasion attacks. Future Gener-",Publication,875,1
875,Analysis of Autoencoders for Network Intrusion Detection,"['Y Song', 'S Hyun', 'YG Cheong']",2021,Sensors,"our experiment approach to studying the impact of the deep-learning model design on the  performance of intrusion detection. Specifically, we  Robustness of deep autoencoder in  intrusion detection under adversarial contamination. In Proceedings of the 5th Annual Symposium",Publication,876,1
876,Applications in security and evasions in machine learning: A survey,"['R Sagar', 'R Jhaveri', 'C Borrego']",2020,Electronics,"Also, we review adversarial defense techniques for the different types of adversarial attacks  that cover both reactive and proactive types of  In Table 3, we analyze different ML approaches  for signature-based intrusion detection applications for all three types of classifiers. Our",Publication,877,22
877,A comprehensive analyses of intrusion detection system for IoT environment,"['JCS Sicato', 'SK Singh', 'S Rathore']",2020,Journal of Information …,"Intrusion detection has been a considerable field of work for more than three decades.  Knowledge in network intrusion detection, along with  Therefore, it is necessary to discover  more realistic attack models and find a balance between detection rate and resource consumed.",Publication,878,16
878,Intrusion detection and deterrence for critical infrastructures,['MQ Ali'],2016,NA,"We devise a metric that can measure the evasion margin of these systems and show that some  intrusion detection systems are more susceptible to evasive attacks than others. To  countermeasure the evasive attacks, we develop a key-based deterrence technique to reduce the",Publication,879,1
879,Double-Adversarial Activation Anomaly Detection: Adversarial Autoencoders are Anomaly Generators,"['JP Schulze', 'P Sperl', 'K Böttinger']",2021,arXiv preprint arXiv:2101.04645,"We introduce a second adversarial objective that discourages generating samples seen  in the training data, ie normal samples. By doing so, the anomaly generator outputs  samples that are currently detected as normal, but do not coincide with the normal",Publication,880,1
880,Towards an energy-efficient anomaly-based intrusion detection engine for embedded systems,"['E Viegas', 'AO Santin', 'A Franca']",2016,IEEE Transactions …,"Section 2 provides background in intrusion detection and machine-learning classifiers.  Sections 3 and 4 present the development of classifiers and  Roli, “Adversarial attacks against  intrusion detection systems: Taxonomy, solutions and open issues,” Inf. Sci., vol. 239, pp.",Publication,881,85
881,SIGMA: Strengthening IDS with GAN and Metaheuristics Attacks,"['S Msika', 'A Quintero', 'F Khomh']",2019,arXiv preprint arXiv:1912.09303,We have shown experimentally that it is possible to effectively evade intrusion detection  classifiers with Generative adversarial networks. We demonstrated the possibility to forge  undetected adversarial attacks with GANs against four standard Machine Learning algorithms,Publication,882,4
882,Compression for anti-adversarial learning,"['Y Zhou', 'M Inge', 'M Kantarcioglu']",2011,Pacific-Asia Conference on Knowledge …,"Many security problems, such as intrusion detection, malware detection, and spam filtering,  involve learning on strings. Recent studies demonstrate that superior classification performance  can be achieved with modern statistical data compression models instrumented for such",Publication,883,2
883,Machine learning and deep learning methods for intrusion detection systems: recent developments and challenges,"['G Kocher', 'G Kumar']",2021,Soft Computing,"In this context, the present paper deals with the systematic review of ML methods and DL  methods in intrusion detection. In addition to reviewing ML and DL methods, this paper also  focuses on benchmark datasets, performance evaluation measures and various applications of",Publication,884,0
